NO,JENJANG,PROGRAM STUDI,STATUS PENDIDIKAN,NAMA PROVINSI,JUMLAH SATUAN PENDIDIKAN,JUMLAH PESERTA,MATA UJI,RERATA NILAI,TAHUN
1627,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,BAHASA INDONESIA,-,2019
1628,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,2,62,BAHASA INDONESIA,62.48,2019
1629,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,72,BAHASA INDONESIA,59.25,2019
1630,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,13,398,BAHASA INDONESIA,56.65,2019
1631,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,2,48,BAHASA INDONESIA,64.54,2019
1632,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,13,377,BAHASA INDONESIA,48.02,2019
1633,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,26,BAHASA INDONESIA,58.61,2019
1634,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,-,-,BAHASA INDONESIA,-,2019
1635,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,7,233,BAHASA INGGRIS,46.58,2019
1636,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,74,2940,BAHASA INGGRIS,46.05,2019
1637,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,66,3359,BAHASA INGGRIS,47.38,2019
1638,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,2,46,BAHASA INGGRIS,68.39,2019
1639,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,8,484,BAHASA INGGRIS,50.37,2019
1640,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,-,-,BAHASA INGGRIS,-,2019
1641,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,5,216,BAHASA INGGRIS,51.04,2019
1642,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,4,98,BAHASA INGGRIS,53.37,2019
1643,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,123,4874,BAHASA INGGRIS,43.31,2019
1644,SMA/MA,KEAGAMAAN,SWASTA,ACEH,11,337,BAHASA INGGRIS,46.26,2019
1645,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,20,554,BAHASA INGGRIS,41.15,2019
1646,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,47,912,BAHASA INGGRIS,46.9,2019
1647,SMA/MA,KEAGAMAAN,SWASTA,RIAU,16,473,BAHASA INGGRIS,41.34,2019
1648,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,17,765,BAHASA INGGRIS,40.51,2019
1649,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,21,792,BAHASA INGGRIS,40.28,2019
1650,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,16,521,BAHASA INGGRIS,40.34,2019
1651,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,9,260,BAHASA INGGRIS,39.53,2019
1652,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,5,65,BAHASA INGGRIS,39.57,2019
1653,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,22,741,BAHASA INGGRIS,42.07,2019
1654,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,2,69,BAHASA INGGRIS,38.98,2019
1655,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,2,26,BAHASA INGGRIS,38.7,2019
1656,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,16,276,BAHASA INGGRIS,44.65,2019
1657,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,13,471,BAHASA INGGRIS,40.18,2019
1658,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,3,60,BAHASA INGGRIS,45.1,2019
1659,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,BAHASA INGGRIS,-,2019
1660,SMA/MA,KEAGAMAAN,SWASTA,BALI,3,72,BAHASA INGGRIS,50.92,2019
1661,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,51,1366,BAHASA INGGRIS,39.23,2019
1662,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,35,BAHASA INGGRIS,36.06,2019
1663,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,4,BAHASA INGGRIS,39,2019
1664,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,1,25,BAHASA INGGRIS,36.72,2019
1665,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,BAHASA INGGRIS,-,2019
1666,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,2,62,BAHASA INGGRIS,42.26,2019
1667,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,72,BAHASA INGGRIS,39.5,2019
1668,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,13,398,BAHASA INGGRIS,39.39,2019
1669,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,2,48,BAHASA INGGRIS,44.87,2019
1670,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,13,377,BAHASA INGGRIS,35.72,2019
1671,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,26,BAHASA INGGRIS,41.85,2019
1672,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,-,-,BAHASA INGGRIS,-,2019
1673,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,7,233,MATEMATIKA,33.23,2019
1674,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,74,2940,MATEMATIKA,35.55,2019
1675,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,66,3359,MATEMATIKA,39.98,2019
1676,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,2,46,MATEMATIKA,45.92,2019
1677,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,8,484,MATEMATIKA,41.83,2019
1678,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,-,-,MATEMATIKA,-,2019
1679,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,5,216,MATEMATIKA,43.75,2019
1680,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,4,98,MATEMATIKA,46.79,2019
1681,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,123,4874,MATEMATIKA,35.07,2019
1682,SMA/MA,KEAGAMAAN,SWASTA,ACEH,11,337,MATEMATIKA,33.49,2019
1683,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,20,554,MATEMATIKA,33.17,2019
1684,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,47,912,MATEMATIKA,38.1,2019
1685,SMA/MA,KEAGAMAAN,SWASTA,RIAU,16,473,MATEMATIKA,33.92,2019
1686,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,17,765,MATEMATIKA,32.3,2019
1687,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,21,792,MATEMATIKA,31.21,2019
1688,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,16,521,MATEMATIKA,31.93,2019
1689,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,9,260,MATEMATIKA,32.28,2019
1690,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,5,65,MATEMATIKA,32.27,2019
1691,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,22,741,MATEMATIKA,32.64,2019
1692,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,2,69,MATEMATIKA,29.92,2019
1693,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,2,26,MATEMATIKA,31.15,2019
1694,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,16,276,MATEMATIKA,34,2019
1695,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,13,471,MATEMATIKA,31.06,2019
1696,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,3,60,MATEMATIKA,32.63,2019
1697,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,MATEMATIKA,-,2019
1698,SMA/MA,KEAGAMAAN,SWASTA,BALI,3,72,MATEMATIKA,34,2019
1699,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,51,1366,MATEMATIKA,30.69,2019
1700,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,35,MATEMATIKA,28.29,2019
1701,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,4,MATEMATIKA,26.25,2019
1702,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,1,25,MATEMATIKA,32.4,2019
1703,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,MATEMATIKA,-,2019
1704,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,2,62,MATEMATIKA,33.35,2019
1705,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,72,MATEMATIKA,29.17,2019
1706,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,13,398,MATEMATIKA,31.21,2019
1707,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,2,48,MATEMATIKA,32.76,2019
1708,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,13,377,MATEMATIKA,29.69,2019
1709,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,26,MATEMATIKA,30.96,2019
1710,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,-,-,MATEMATIKA,-,2019
1711,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,7,233,TAFSIR,62.15,2019
1712,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,74,2940,TAFSIR,64.78,2019
1713,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,66,3359,TAFSIR,70.43,2019
1714,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,2,46,TAFSIR,85.82,2019
1715,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,8,484,TAFSIR,76.21,2019
1716,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,-,-,TAFSIR,-,2019
1717,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,5,216,TAFSIR,74.28,2019
1718,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,4,98,TAFSIR,80.79,2019
1719,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,123,4874,TAFSIR,63.83,2019
1720,SMA/MA,KEAGAMAAN,SWASTA,ACEH,11,337,TAFSIR,69.35,2019
1721,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,20,554,TAFSIR,62.14,2019
1722,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,47,912,TAFSIR,65.43,2019
1723,SMA/MA,KEAGAMAAN,SWASTA,RIAU,16,473,TAFSIR,61.09,2019
1724,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,17,765,TAFSIR,57.25,2019
1725,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,21,792,TAFSIR,58.23,2019
1726,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,16,521,TAFSIR,62.07,2019
1727,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,9,260,TAFSIR,57.41,2019
1728,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,5,65,TAFSIR,60,2019
1729,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,22,741,TAFSIR,65.23,2019
1730,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,2,69,TAFSIR,55.29,2019
1731,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,2,26,TAFSIR,-,2019
1732,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,16,276,TAFSIR,59.92,2019
1733,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,13,471,TAFSIR,57.37,2019
1734,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,3,60,TAFSIR,67,2019
1735,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,TAFSIR,-,2019
1736,SMA/MA,KEAGAMAAN,SWASTA,BALI,3,72,TAFSIR,63.74,2019
1737,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,51,1366,TAFSIR,54.9,2019
1738,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,35,TAFSIR,52,2019
1739,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,4,TAFSIR,45.5,2019
1740,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,1,25,TAFSIR,-,2019
1741,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,TAFSIR,-,2019
1742,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,2,62,TAFSIR,73.45,2019
1743,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,72,TAFSIR,51.8,2019
1744,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,13,398,TAFSIR,52.63,2019
1745,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,2,48,TAFSIR,48.82,2019
1746,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,13,377,TAFSIR,43.97,2019
1747,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,26,TAFSIR,60.43,2019
1748,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,-,-,TAFSIR,-,2019
1749,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,7,233,HADIS,76.93,2019
1750,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,74,2940,HADIS,73.59,2019
1751,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,66,3359,HADIS,80.71,2019
1752,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,2,46,HADIS,87.09,2019
1753,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,8,484,HADIS,84.82,2019
1754,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,-,-,HADIS,-,2019
1755,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,5,216,HADIS,82.43,2019
1756,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,4,98,HADIS,86.8,2019
1757,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,123,4874,HADIS,72.59,2019
1758,SMA/MA,KEAGAMAAN,SWASTA,ACEH,11,337,HADIS,80.19,2019
1759,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,20,554,HADIS,67.53,2019
1760,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,47,912,HADIS,77.25,2019
1761,SMA/MA,KEAGAMAAN,SWASTA,RIAU,16,473,HADIS,76.67,2019
1762,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,17,765,HADIS,67.73,2019
1763,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,21,792,HADIS,66.6,2019
1764,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,16,521,HADIS,64.69,2019
1765,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,9,260,HADIS,71.29,2019
1766,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,5,65,HADIS,50,2019
1767,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,22,741,HADIS,69.44,2019
1768,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,2,69,HADIS,70.48,2019
1769,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,2,26,HADIS,82.67,2019
1770,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,16,276,HADIS,69.35,2019
1771,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,13,471,HADIS,67.46,2019
1772,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,3,60,HADIS,84.4,2019
1773,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,HADIS,-,2019
1774,SMA/MA,KEAGAMAAN,SWASTA,BALI,3,72,HADIS,85.2,2019
1775,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,51,1366,HADIS,70.95,2019
1776,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,35,HADIS,51.33,2019
1777,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,4,HADIS,-,2019
1778,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,1,25,HADIS,-,2019
1779,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,HADIS,-,2019
1780,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,2,62,HADIS,68.33,2019
1781,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,72,HADIS,68.4,2019
1782,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,13,398,HADIS,68.89,2019
1783,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,2,48,HADIS,78.25,2019
1784,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,13,377,HADIS,45.05,2019
1785,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,26,HADIS,-,2019
1786,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,-,-,HADIS,-,2019
1787,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,7,233,FIKIH,50.99,2019
1788,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,74,2940,FIKIH,54.08,2019
1789,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,66,3359,FIKIH,57.43,2019
1790,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,2,46,FIKIH,69.17,2019
1791,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,8,484,FIKIH,70.49,2019
1792,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,-,-,FIKIH,-,2019
1793,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,5,216,FIKIH,69.57,2019
1794,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,4,98,FIKIH,59.43,2019
1795,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,123,4874,FIKIH,54.87,2019
1796,SMA/MA,KEAGAMAAN,SWASTA,ACEH,11,337,FIKIH,47.37,2019
1797,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,20,554,FIKIH,44.43,2019
1798,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,47,912,FIKIH,60.11,2019
1799,SMA/MA,KEAGAMAAN,SWASTA,RIAU,16,473,FIKIH,53.73,2019
1800,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,17,765,FIKIH,49.64,2019
1801,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,21,792,FIKIH,48.3,2019
1802,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,16,521,FIKIH,53.51,2019
1803,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,9,260,FIKIH,58,2019
1804,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,5,65,FIKIH,43.33,2019
1805,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,22,741,FIKIH,54.17,2019
1806,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,2,69,FIKIH,55.67,2019
1807,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,2,26,FIKIH,38.82,2019
1808,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,16,276,FIKIH,41.83,2019
1809,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,13,471,FIKIH,52.37,2019
1810,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,3,60,FIKIH,62.87,2019
1811,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,FIKIH,-,2019
1812,SMA/MA,KEAGAMAAN,SWASTA,BALI,3,72,FIKIH,39.9,2019
1813,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,51,1366,FIKIH,48.64,2019
1814,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,35,FIKIH,39.13,2019
1815,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,4,FIKIH,-,2019
1816,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,1,25,FIKIH,34.96,2019
1817,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,FIKIH,-,2019
1818,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,2,62,FIKIH,49.56,2019
1819,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,72,FIKIH,48.25,2019
1820,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,13,398,FIKIH,47.8,2019
1821,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,2,48,FIKIH,49.56,2019
1822,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,13,377,FIKIH,37.29,2019
1823,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,26,FIKIH,46.33,2019
1824,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,-,-,FIKIH,-,2019
1825,SMA/MA,KATOLIK,SWASTA,DKI JAKARTA,-,-,BAHASA INDONESIA,-,2019
1826,SMA/MA,KATOLIK,SWASTA,JAWA BARAT,-,-,BAHASA INDONESIA,-,2019
1827,SMA/MA,KATOLIK,SWASTA,JAWA TENGAH,-,-,BAHASA INDONESIA,-,2019
1828,SMA/MA,KATOLIK,SWASTA,DI YOGYAKARTA,-,-,BAHASA INDONESIA,-,2019
1829,SMA/MA,KATOLIK,SWASTA,JAWA TIMUR,1,26,BAHASA INDONESIA,68.08,2019
1830,SMA/MA,KATOLIK,SWASTA,ACEH,-,-,BAHASA INDONESIA,-,2019
1831,SMA/MA,KATOLIK,SWASTA,SUMATERA UTARA,2,12,BAHASA INDONESIA,64.17,2019
1832,SMA/MA,KATOLIK,SWASTA,SUMATERA BARAT,-,-,BAHASA INDONESIA,-,2019
1833,SMA/MA,KATOLIK,SWASTA,RIAU,-,-,BAHASA INDONESIA,-,2019
1834,SMA/MA,KATOLIK,SWASTA,JAMBI,-,-,BAHASA INDONESIA,-,2019
1835,SMA/MA,KATOLIK,SWASTA,SUMATERA SELATAN,-,-,BAHASA INDONESIA,-,2019
1836,SMA/MA,KATOLIK,SWASTA,LAMPUNG,-,-,BAHASA INDONESIA,-,2019
1837,SMA/MA,KATOLIK,SWASTA,KALIMANTAN BARAT,-,-,BAHASA INDONESIA,-,2019
1838,SMA/MA,KATOLIK,SWASTA,KALIMANTAN TENGAH,-,-,BAHASA INDONESIA,-,2019
1839,SMA/MA,KATOLIK,SWASTA,KALIMANTAN SELATAN,-,-,BAHASA INDONESIA,-,2019
1840,SMA/MA,KATOLIK,SWASTA,KALIMANTAN TIMUR,-,-,BAHASA INDONESIA,-,2019
1841,SMA/MA,KATOLIK,SWASTA,SULAWESI UTARA,-,-,BAHASA INDONESIA,-,2019
1842,SMA/MA,KATOLIK,SWASTA,SULAWESI TENGAH,-,-,BAHASA INDONESIA,-,2019
1843,SMA/MA,KATOLIK,SWASTA,SULAWESI SELATAN,-,-,BAHASA INDONESIA,-,2019
1844,SMA/MA,KATOLIK,SWASTA,SULAWESI TENGGARA,-,-,BAHASA INDONESIA,-,2019
1845,SMA/MA,KATOLIK,SWASTA,MALUKU,2,39,BAHASA INDONESIA,46.52,2019
1846,SMA/MA,KATOLIK,SWASTA,BALI,-,-,BAHASA INDONESIA,-,2019
1847,SMA/MA,KATOLIK,SWASTA,NUSA TENGGARA BARAT,-,-,BAHASA INDONESIA,-,2019
1848,SMA/MA,KATOLIK,SWASTA,NUSA TENGGARA TIMUR,5,87,BAHASA INDONESIA,55.2,2019
1849,SMA/MA,KATOLIK,SWASTA,PAPUA,1,10,BAHASA INDONESIA,44.2,2019
1850,SMA/MA,KATOLIK,SWASTA,BENGKULU,-,-,BAHASA INDONESIA,-,2019
1851,SMA/MA,KATOLIK,SWASTA,MALUKU UTARA,-,-,BAHASA INDONESIA,-,2019
1852,SMA/MA,KATOLIK,SWASTA,BANGKA BELITUNG,-,-,BAHASA INDONESIA,-,2019
1853,SMA/MA,KATOLIK,SWASTA,GORONTALO,-,-,BAHASA INDONESIA,-,2019
1854,SMA/MA,KATOLIK,SWASTA,BANTEN,-,-,BAHASA INDONESIA,-,2019
1855,SMA/MA,KATOLIK,SWASTA,KEPULAUAN RIAU,-,-,BAHASA INDONESIA,-,2019
1856,SMA/MA,KATOLIK,SWASTA,SULAWESI BARAT,-,-,BAHASA INDONESIA,-,2019
1857,SMA/MA,KATOLIK,SWASTA,PAPUA BARAT,-,-,BAHASA INDONESIA,-,2019
1858,SMA/MA,KATOLIK,SWASTA,KALIMANTAN UTARA,-,-,BAHASA INDONESIA,-,2019
1859,SMA/MA,KATOLIK,SWASTA,DKI JAKARTA,-,-,BAHASA INGGRIS,-,2019
1860,SMA/MA,KATOLIK,SWASTA,JAWA BARAT,-,-,BAHASA INGGRIS,-,2019
1861,SMA/MA,KATOLIK,SWASTA,JAWA TENGAH,-,-,BAHASA INGGRIS,-,2019
1862,SMA/MA,KATOLIK,SWASTA,DI YOGYAKARTA,-,-,BAHASA INGGRIS,-,2019
1863,SMA/MA,KATOLIK,SWASTA,JAWA TIMUR,1,26,BAHASA INGGRIS,42.62,2019
1864,SMA/MA,KATOLIK,SWASTA,ACEH,-,-,BAHASA INGGRIS,-,2019
1865,SMA/MA,KATOLIK,SWASTA,SUMATERA UTARA,2,12,BAHASA INGGRIS,43.67,2019
1866,SMA/MA,KATOLIK,SWASTA,SUMATERA BARAT,-,-,BAHASA INGGRIS,-,2019
1867,SMA/MA,KATOLIK,SWASTA,RIAU,-,-,BAHASA INGGRIS,-,2019
1868,SMA/MA,KATOLIK,SWASTA,JAMBI,-,-,BAHASA INGGRIS,-,2019
1869,SMA/MA,KATOLIK,SWASTA,SUMATERA SELATAN,-,-,BAHASA INGGRIS,-,2019
1870,SMA/MA,KATOLIK,SWASTA,LAMPUNG,-,-,BAHASA INGGRIS,-,2019
1871,SMA/MA,KATOLIK,SWASTA,KALIMANTAN BARAT,-,-,BAHASA INGGRIS,-,2019
1872,SMA/MA,KATOLIK,SWASTA,KALIMANTAN TENGAH,-,-,BAHASA INGGRIS,-,2019
1873,SMA/MA,KATOLIK,SWASTA,KALIMANTAN SELATAN,-,-,BAHASA INGGRIS,-,2019
1874,SMA/MA,KATOLIK,SWASTA,KALIMANTAN TIMUR,-,-,BAHASA INGGRIS,-,2019
1875,SMA/MA,KATOLIK,SWASTA,SULAWESI UTARA,-,-,BAHASA INGGRIS,-,2019
1876,SMA/MA,KATOLIK,SWASTA,SULAWESI TENGAH,-,-,BAHASA INGGRIS,-,2019
1877,SMA/MA,KATOLIK,SWASTA,SULAWESI SELATAN,-,-,BAHASA INGGRIS,-,2019
1878,SMA/MA,KATOLIK,SWASTA,SULAWESI TENGGARA,-,-,BAHASA INGGRIS,-,2019
